TRAVELER_ID,GENDER,AGE_GRP,TRAVEL_STYL_1,TRAVEL_STYL_3,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_ACCOMPANY,TRAVEL_ID,TRAVEL_START_YMD,TRAVEL_END_YMD,MVMN_NM,TRAVEL_DAYS,MAIN_TRAVEL_MONTH,VISIT_AREA_NM,VISIT_AREA_TYPE_CD,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,RELATION_TYPE
e007797,0,0.25,0.16666666666666666,0.16666666666666666,0.0,0.0,0.5,0.8333333333333334,나홀로 여행,e_e007797,2023-08-31,2023-09-01,,2,8,파산 서원,2,4.0,3.0,3.0,혼자
e007797,0,0.25,0.16666666666666666,0.16666666666666666,0.0,0.0,0.5,0.8333333333333334,나홀로 여행,e_e007797,2023-08-31,2023-09-01,,2,8,운정 호수 공원,7,4.0,5.0,5.0,혼자
e007797,0,0.25,0.16666666666666666,0.16666666666666666,0.0,0.0,0.5,0.8333333333333334,나홀로 여행,e_e007797,2023-08-31,2023-09-01,,2,8,뮌스터담,4,3.0,3.0,3.0,혼자
e003039,1,0.25,0.16666666666666666,1.0,0.16666666666666666,1.0,0.5,0.6666666666666666,나홀로 여행,e_e003039,2023-06-16,2023-06-18,자가용,3,6,남한강 마트 설악점,4,3.0,3.0,3.0,혼자
e000782,0,0.75,0.5,1.0,0.6666666666666666,1.0,0.0,0.16666666666666666,3인 이상 여행(가족 외),e_e000782,2023-05-27,2023-05-28,대중교통 등,2,5,강변 테크노마트,4,5.0,4.0,4.0,친구
e000782,0,0.75,0.5,1.0,0.6666666666666666,1.0,0.0,0.16666666666666666,3인 이상 여행(가족 외),e_e000782,2023-05-27,2023-05-28,대중교통 등,2,5,강변 테크노마트,4,5.0,4.0,4.0,친구
e000782,0,0.75,0.5,1.0,0.6666666666666666,1.0,0.0,0.16666666666666666,3인 이상 여행(가족 외),e_e000782,2023-05-27,2023-05-28,대중교통 등,2,5,CGV 강변,3,5.0,5.0,5.0,친구
e000782,0,0.75,0.5,1.0,0.6666666666666666,1.0,0.0,0.16666666666666666,3인 이상 여행(가족 외),e_e000782,2023-05-27,2023-05-28,대중교통 등,2,5,CGV 강변,3,5.0,5.0,5.0,친구
e008478,1,0.0,0.16666666666666666,0.16666666666666666,0.5,0.5,0.8333333333333334,0.3333333333333333,2인 여행(가족 외),e_e008478,2023-08-26,2023-08-27,대중교통 등,2,8,메가박스 킨텍스,3,5.0,5.0,5.0,친구
e008478,1,0.0,0.16666666666666666,0.16666666666666666,0.5,0.5,0.8333333333333334,0.3333333333333333,2인 여행(가족 외),e_e008478,2023-08-26,2023-08-27,대중교통 등,2,8,현대백화점 킨텍스점,4,4.0,4.0,4.0,친구
e008478,1,0.0,0.16666666666666666,0.16666666666666666,0.5,0.5,0.8333333333333334,0.3333333333333333,2인 여행(가족 외),e_e008478,2023-08-26,2023-08-27,대중교통 등,2,8,트레이더스 홀세일 클럽 킨텍스점,4,5.0,5.0,5.0,친구
e008478,1,0.0,0.16666666666666666,0.16666666666666666,0.5,0.5,0.8333333333333334,0.3333333333333333,2인 여행(가족 외),e_e008478,2023-08-26,2023-08-27,대중교통 등,2,8,킨텍스 제1전시장,8,5.0,5.0,5.0,친구
e008478,1,0.0,0.16666666666666666,0.16666666666666666,0.5,0.5,0.8333333333333334,0.3333333333333333,2인 여행(가족 외),e_e008478,2023-08-26,2023-08-27,대중교통 등,2,8,트레이더스 홀세일 클럽 킨텍스점,4,5.0,5.0,5.0,친구
e000655,0,0.75,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.16666666666666666,나홀로 여행,e_e000655,2023-05-20,2023-05-23,대중교통 등,4,5,부천 호수 식물원 수피아,1,5.0,5.0,5.0,혼자
e000655,0,0.75,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.16666666666666666,나홀로 여행,e_e000655,2023-05-20,2023-05-23,대중교통 등,4,5,상동호수 공원,7,5.0,5.0,5.0,혼자
e000655,0,0.75,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.16666666666666666,나홀로 여행,e_e000655,2023-05-20,2023-05-23,대중교통 등,4,5,부천식물원,1,5.0,5.0,5.0,혼자
e000655,0,0.75,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.16666666666666666,나홀로 여행,e_e000655,2023-05-20,2023-05-23,대중교통 등,4,5,부천중앙공원,1,5.0,5.0,5.0,혼자
e006837,1,1.0,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.16666666666666666,1.0,자녀 동반 여행,e_e006837,2023-08-18,2023-08-19,,2,8,더티 트렁크,4,2.0,2.0,3.0,가족
e006837,1,1.0,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.16666666666666666,1.0,자녀 동반 여행,e_e006837,2023-08-18,2023-08-19,,2,8,스타필드 고양,4,3.0,2.0,3.0,가족
e008666,0,0.5,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6666666666666666,나홀로 여행,e_e008666,2023-08-24,2023-08-25,대중교통 등,2,8,코엑스 B 홀,3,5.0,5.0,4.0,혼자
e002058,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3인 이상 여행(가족 외),e_e002058,2023-06-02,2023-06-04,대중교통 등,3,6,화담숲 매표소,7,4.0,4.0,4.0,친구
e002058,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3인 이상 여행(가족 외),e_e002058,2023-06-02,2023-06-04,대중교통 등,3,6,화담숲 매표소,7,4.0,4.0,4.0,친구
e002058,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3인 이상 여행(가족 외),e_e002058,2023-06-02,2023-06-04,대중교통 등,3,6,화담숲 매표소,7,4.0,4.0,4.0,친구
e002058,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3인 이상 여행(가족 외),e_e002058,2023-06-02,2023-06-04,대중교통 등,3,6,화담숲 매표소,7,4.0,4.0,4.0,친구
e002058,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3인 이상 여행(가족 외),e_e002058,2023-06-02,2023-06-04,대중교통 등,3,6,화담숲 매표소,7,4.0,4.0,4.0,친구
e010598,1,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334,1.0,2인 여행(가족 외),e_e010598,2023-08-25,2023-08-26,대중교통 등,2,8,리움미술관,3,5.0,4.0,5.0,친구
e010598,1,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334,1.0,2인 여행(가족 외),e_e010598,2023-08-25,2023-08-26,대중교통 등,2,8,헤리티지 플로스,4,5.0,5.0,5.0,친구
e010598,1,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334,1.0,2인 여행(가족 외),e_e010598,2023-08-25,2023-08-26,대중교통 등,2,8,에딧 에디션,4,5.0,5.0,5.0,친구
e007838,1,0.25,1.0,1.0,1.0,0.8333333333333334,0.16666666666666666,0.8333333333333334,나홀로 여행,e_e007838,2023-08-28,2023-08-29,,2,8,국립중앙박물관,2,5.0,5.0,5.0,혼자
e007403,1,0.0,0.8333333333333334,0.5,0.5,0.6666666666666666,0.16666666666666666,0.8333333333333334,3인 이상 여행(가족 외),e_e007403,2023-08-20,2023-08-21,대중교통 등,2,8,긱스나 PC,3,5.0,5.0,5.0,친구
e007403,1,0.0,0.8333333333333334,0.5,0.5,0.6666666666666666,0.16666666666666666,0.8333333333333334,3인 이상 여행(가족 외),e_e007403,2023-08-20,2023-08-21,대중교통 등,2,8,긱스나 PC,3,5.0,5.0,5.0,친구
e007403,1,0.0,0.8333333333333334,0.5,0.5,0.6666666666666666,0.16666666666666666,0.8333333333333334,3인 이상 여행(가족 외),e_e007403,2023-08-20,2023-08-21,대중교통 등,2,8,긱스나 PC,3,5.0,5.0,5.0,친구
e007169,1,0.5,0.16666666666666666,0.0,0.8333333333333334,0.6666666666666666,0.5,0.8333333333333334,자녀 동반 여행,e_e007169,2023-08-16,2023-08-17,,2,8,예술의전당,3,5.0,5.0,5.0,가족
e001267,0,0.5,0.5,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.8333333333333334,2인 여행(가족 외),e_e001267,2023-06-03,2023-06-04,자가용,2,6,말똥 도넛 파주점,4,5.0,4.0,4.0,가족
e001267,0,0.5,0.5,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.8333333333333334,2인 여행(가족 외),e_e001267,2023-06-03,2023-06-04,자가용,2,6,오두산 통일전망대,3,4.0,3.0,4.0,가족
e001267,0,0.5,0.5,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.8333333333333334,2인 여행(가족 외),e_e001267,2023-06-03,2023-06-04,자가용,2,6,헤이리 예술마을,4,4.0,3.0,4.0,가족
e001267,0,0.5,0.5,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.8333333333333334,2인 여행(가족 외),e_e001267,2023-06-03,2023-06-04,자가용,2,6,파주 신세계 프리미엄 아울렛 전기차 충전소(테슬라 전용),4,3.0,2.0,3.0,가족
e005765,0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.16666666666666666,2인 여행(가족 외),e_e005765,2023-07-27,2023-07-28,자가용,2,7,소마미술관,3,4.0,4.0,4.0,친구
e001538,0,0.5,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,3인 이상 여행(가족 외),e_e001538,2023-06-03,2023-06-05,자가용,3,6,용문사,2,5.0,5.0,5.0,친구
e001538,0,0.5,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,3인 이상 여행(가족 외),e_e001538,2023-06-03,2023-06-05,자가용,3,6,용문사,2,5.0,5.0,5.0,친구
e001538,0,0.5,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,3인 이상 여행(가족 외),e_e001538,2023-06-03,2023-06-05,자가용,3,6,용문사,2,5.0,5.0,5.0,친구
e001538,0,0.5,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,3인 이상 여행(가족 외),e_e001538,2023-06-03,2023-06-05,자가용,3,6,용문사,2,5.0,5.0,5.0,친구
e001538,0,0.5,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,3인 이상 여행(가족 외),e_e001538,2023-06-03,2023-06-05,자가용,3,6,용문사,2,5.0,5.0,5.0,가족
e000608,1,0.0,0.5,0.5,0.6666666666666666,0.5,0.8333333333333334,0.8333333333333334,나홀로 여행,e_e000608,2023-05-22,2023-05-24,대중교통 등,3,5,두타몰,4,4.0,3.0,3.0,혼자
e000608,1,0.0,0.5,0.5,0.6666666666666666,0.5,0.8333333333333334,0.8333333333333334,나홀로 여행,e_e000608,2023-05-22,2023-05-24,대중교통 등,3,5,동대문 역사 문화공원 동대문운동장 기념관,2,5.0,4.0,5.0,혼자
e000608,1,0.0,0.5,0.5,0.6666666666666666,0.5,0.8333333333333334,0.8333333333333334,나홀로 여행,e_e000608,2023-05-22,2023-05-24,대중교통 등,3,5,코엑스,3,5.0,5.0,5.0,혼자
e003810,1,0.25,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,2인 가족 여행,e_e003810,2023-07-01,2023-07-02,자가용,2,7,수원시립미술관,12,4.0,3.0,3.0,가족
e010900,0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.3333333333333333,2인 여행(가족 외),e_e010900,2023-09-01,2023-09-02,대중교통 등,2,9,스타필드 고양,4,4.0,4.0,4.0,친구
e010900,0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.3333333333333333,2인 여행(가족 외),e_e010900,2023-09-01,2023-09-02,대중교통 등,2,9,스몹 고양점,6,4.0,4.0,4.0,친구
e010900,0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.3333333333333333,2인 여행(가족 외),e_e010900,2023-09-01,2023-09-02,대중교통 등,2,9,아쿠아 필드 고양,6,4.0,4.0,4.0,친구
e002491,0,0.0,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,2인 여행(가족 외),e_e002491,2023-06-23,2023-06-25,자가용,3,6,영중농협 하나로마트 본점,4,2.0,2.0,2.0,친구
e002491,0,0.0,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,2인 여행(가족 외),e_e002491,2023-06-23,2023-06-25,자가용,3,6,백운계곡,1,5.0,5.0,5.0,친구
e000556,0,0.25,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.8333333333333334,부모 동반 여행,e_e000556,2023-06-06,2023-06-07,자가용,2,6,카리브해,4,4.0,3.0,3.0,가족
e000556,0,0.25,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.8333333333333334,부모 동반 여행,e_e000556,2023-06-06,2023-06-07,자가용,2,6,카리브해,4,4.0,3.0,3.0,가족
e002389,1,1.0,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.5,0.6666666666666666,0.3333333333333333,2인 가족 여행,e_e002389,2023-06-05,2023-06-06,자가용,2,6,파주출판 단지 치유의 숲,3,4.0,4.0,4.0,가족
e002389,1,1.0,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.5,0.6666666666666666,0.3333333333333333,2인 가족 여행,e_e002389,2023-06-05,2023-06-06,자가용,2,6,심학산 약천사,2,3.0,3.0,3.0,가족
e002389,1,1.0,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.5,0.6666666666666666,0.3333333333333333,2인 가족 여행,e_e002389,2023-06-05,2023-06-06,자가용,2,6,심학산 둘레길,7,5.0,5.0,5.0,가족
e003334,0,0.25,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.5,1.0,0.5,나홀로 여행,e_e003334,2023-07-02,2023-07-03,대중교통 등,2,7,카페다,4,4.0,4.0,4.0,혼자
e003334,0,0.25,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.5,1.0,0.5,나홀로 여행,e_e003334,2023-07-02,2023-07-03,대중교통 등,2,7,렛츠 런 파크 서울,3,5.0,4.0,4.0,혼자
e003334,0,0.25,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.5,1.0,0.5,나홀로 여행,e_e003334,2023-07-02,2023-07-03,대중교통 등,2,7,렛츠 런 파크 서울 러키 빌,3,5.0,5.0,5.0,혼자
e003334,0,0.25,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.5,1.0,0.5,나홀로 여행,e_e003334,2023-07-02,2023-07-03,대중교통 등,2,7,렛츠 런 파크 서울 말 박물관,2,3.0,3.0,3.0,혼자
e007807,1,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,2인 여행(가족 외),e_e007807,2023-08-22,2023-08-23,,2,8,숭례문,2,4.0,4.0,4.0,친구
e007807,1,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,2인 여행(가족 외),e_e007807,2023-08-22,2023-08-23,,2,8,아르코예술극장,3,4.0,4.0,4.0,친구
e007807,1,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,2인 여행(가족 외),e_e007807,2023-08-22,2023-08-23,,2,8,낙산공원,1,4.0,4.0,4.0,친구
e007807,1,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,2인 여행(가족 외),e_e007807,2023-08-22,2023-08-23,,2,8,한양도성 혜화동 전시 안내센터,3,4.0,3.0,3.0,친구
e007807,1,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,2인 여행(가족 외),e_e007807,2023-08-22,2023-08-23,,2,8,인사동 문화의 거리,4,4.0,4.0,4.0,친구
e005532,0,0.75,0.5,0.5,1.0,0.5,0.0,1.0,3인 이상 여행(가족 외),e_e005532,2023-07-31,2023-08-02,자가용,3,8,에버랜드 정문,6,5.0,5.0,5.0,친구
e005532,0,0.75,0.5,0.5,1.0,0.5,0.0,1.0,3인 이상 여행(가족 외),e_e005532,2023-07-31,2023-08-02,자가용,3,8,에버랜드 정문,6,5.0,5.0,5.0,친구
e005532,0,0.75,0.5,0.5,1.0,0.5,0.0,1.0,3인 이상 여행(가족 외),e_e005532,2023-07-31,2023-08-02,자가용,3,8,에버랜드 정문,6,5.0,5.0,5.0,가족
e005532,0,0.75,0.5,0.5,1.0,0.5,0.0,1.0,3인 이상 여행(가족 외),e_e005532,2023-07-31,2023-08-02,자가용,3,8,에버랜드 허리케인 어트랙션,6,5.0,5.0,5.0,친구
e005532,0,0.75,0.5,0.5,1.0,0.5,0.0,1.0,3인 이상 여행(가족 외),e_e005532,2023-07-31,2023-08-02,자가용,3,8,에버랜드 허리케인 어트랙션,6,5.0,5.0,5.0,친구
e005532,0,0.75,0.5,0.5,1.0,0.5,0.0,1.0,3인 이상 여행(가족 외),e_e005532,2023-07-31,2023-08-02,자가용,3,8,에버랜드 허리케인 어트랙션,6,5.0,5.0,5.0,가족
e005532,0,0.75,0.5,0.5,1.0,0.5,0.0,1.0,3인 이상 여행(가족 외),e_e005532,2023-07-31,2023-08-02,자가용,3,8,에버랜드 롤링엑스트레인,6,5.0,5.0,5.0,친구
e005532,0,0.75,0.5,0.5,1.0,0.5,0.0,1.0,3인 이상 여행(가족 외),e_e005532,2023-07-31,2023-08-02,자가용,3,8,에버랜드 롤링엑스트레인,6,5.0,5.0,5.0,친구
e005532,0,0.75,0.5,0.5,1.0,0.5,0.0,1.0,3인 이상 여행(가족 외),e_e005532,2023-07-31,2023-08-02,자가용,3,8,에버랜드 롤링엑스트레인,6,5.0,5.0,5.0,가족
e005532,0,0.75,0.5,0.5,1.0,0.5,0.0,1.0,3인 이상 여행(가족 외),e_e005532,2023-07-31,2023-08-02,자가용,3,8,KFC 용인 에버랜드점,6,3.0,2.0,3.0,친구
e005532,0,0.75,0.5,0.5,1.0,0.5,0.0,1.0,3인 이상 여행(가족 외),e_e005532,2023-07-31,2023-08-02,자가용,3,8,KFC 용인 에버랜드점,6,3.0,2.0,3.0,친구
e005532,0,0.75,0.5,0.5,1.0,0.5,0.0,1.0,3인 이상 여행(가족 외),e_e005532,2023-07-31,2023-08-02,자가용,3,8,KFC 용인 에버랜드점,6,3.0,2.0,3.0,가족
e005532,0,0.75,0.5,0.5,1.0,0.5,0.0,1.0,3인 이상 여행(가족 외),e_e005532,2023-07-31,2023-08-02,자가용,3,8,에버랜드 아마존 익스프레스,6,5.0,5.0,5.0,친구
e005532,0,0.75,0.5,0.5,1.0,0.5,0.0,1.0,3인 이상 여행(가족 외),e_e005532,2023-07-31,2023-08-02,자가용,3,8,에버랜드 아마존 익스프레스,6,5.0,5.0,5.0,친구
e005532,0,0.75,0.5,0.5,1.0,0.5,0.0,1.0,3인 이상 여행(가족 외),e_e005532,2023-07-31,2023-08-02,자가용,3,8,에버랜드 아마존 익스프레스,6,5.0,5.0,5.0,가족
e005532,0,0.75,0.5,0.5,1.0,0.5,0.0,1.0,3인 이상 여행(가족 외),e_e005532,2023-07-31,2023-08-02,자가용,3,8,에버랜드 슈팅 워터 펀밤밤 클럽,6,5.0,5.0,5.0,친구
e005532,0,0.75,0.5,0.5,1.0,0.5,0.0,1.0,3인 이상 여행(가족 외),e_e005532,2023-07-31,2023-08-02,자가용,3,8,에버랜드 슈팅 워터 펀밤밤 클럽,6,5.0,5.0,5.0,친구
e005532,0,0.75,0.5,0.5,1.0,0.5,0.0,1.0,3인 이상 여행(가족 외),e_e005532,2023-07-31,2023-08-02,자가용,3,8,에버랜드 슈팅 워터 펀밤밤 클럽,6,5.0,5.0,5.0,가족
e005532,0,0.75,0.5,0.5,1.0,0.5,0.0,1.0,3인 이상 여행(가족 외),e_e005532,2023-07-31,2023-08-02,자가용,3,8,에버랜드 T 익스프레스,6,5.0,5.0,5.0,친구
e005532,0,0.75,0.5,0.5,1.0,0.5,0.0,1.0,3인 이상 여행(가족 외),e_e005532,2023-07-31,2023-08-02,자가용,3,8,에버랜드 T 익스프레스,6,5.0,5.0,5.0,친구
e005532,0,0.75,0.5,0.5,1.0,0.5,0.0,1.0,3인 이상 여행(가족 외),e_e005532,2023-07-31,2023-08-02,자가용,3,8,에버랜드 T 익스프레스,6,5.0,5.0,5.0,가족
e005532,0,0.75,0.5,0.5,1.0,0.5,0.0,1.0,3인 이상 여행(가족 외),e_e005532,2023-07-31,2023-08-02,자가용,3,8,에버랜드 사파리월드,6,5.0,5.0,5.0,친구
e005532,0,0.75,0.5,0.5,1.0,0.5,0.0,1.0,3인 이상 여행(가족 외),e_e005532,2023-07-31,2023-08-02,자가용,3,8,에버랜드 사파리월드,6,5.0,5.0,5.0,친구
e005532,0,0.75,0.5,0.5,1.0,0.5,0.0,1.0,3인 이상 여행(가족 외),e_e005532,2023-07-31,2023-08-02,자가용,3,8,에버랜드 사파리월드,6,5.0,5.0,5.0,가족
e005532,0,0.75,0.5,0.5,1.0,0.5,0.0,1.0,3인 이상 여행(가족 외),e_e005532,2023-07-31,2023-08-02,자가용,3,8,에버랜드 밤밤  서머 나이트,6,5.0,5.0,5.0,친구
e005532,0,0.75,0.5,0.5,1.0,0.5,0.0,1.0,3인 이상 여행(가족 외),e_e005532,2023-07-31,2023-08-02,자가용,3,8,에버랜드 밤밤  서머 나이트,6,5.0,5.0,5.0,친구
e005532,0,0.75,0.5,0.5,1.0,0.5,0.0,1.0,3인 이상 여행(가족 외),e_e005532,2023-07-31,2023-08-02,자가용,3,8,에버랜드 밤밤  서머 나이트,6,5.0,5.0,5.0,가족
e005532,0,0.75,0.5,0.5,1.0,0.5,0.0,1.0,3인 이상 여행(가족 외),e_e005532,2023-07-31,2023-08-02,자가용,3,8,에버랜드 문라인드 퍼레이드,6,5.0,5.0,5.0,친구
e005532,0,0.75,0.5,0.5,1.0,0.5,0.0,1.0,3인 이상 여행(가족 외),e_e005532,2023-07-31,2023-08-02,자가용,3,8,에버랜드 문라인드 퍼레이드,6,5.0,5.0,5.0,친구
e005532,0,0.75,0.5,0.5,1.0,0.5,0.0,1.0,3인 이상 여행(가족 외),e_e005532,2023-07-31,2023-08-02,자가용,3,8,에버랜드 문라인드 퍼레이드,6,5.0,5.0,5.0,가족
e005532,0,0.75,0.5,0.5,1.0,0.5,0.0,1.0,3인 이상 여행(가족 외),e_e005532,2023-07-31,2023-08-02,자가용,3,8,오오 츄,6,5.0,5.0,5.0,친구
e005532,0,0.75,0.5,0.5,1.0,0.5,0.0,1.0,3인 이상 여행(가족 외),e_e005532,2023-07-31,2023-08-02,자가용,3,8,오오 츄,6,5.0,5.0,5.0,친구
e005532,0,0.75,0.5,0.5,1.0,0.5,0.0,1.0,3인 이상 여행(가족 외),e_e005532,2023-07-31,2023-08-02,자가용,3,8,오오 츄,6,5.0,5.0,5.0,가족
e005532,0,0.75,0.5,0.5,1.0,0.5,0.0,1.0,3인 이상 여행(가족 외),e_e005532,2023-07-31,2023-08-02,자가용,3,8,에버랜드 Evertopia,6,5.0,5.0,5.0,친구
e005532,0,0.75,0.5,0.5,1.0,0.5,0.0,1.0,3인 이상 여행(가족 외),e_e005532,2023-07-31,2023-08-02,자가용,3,8,에버랜드 Evertopia,6,5.0,5.0,5.0,친구
e005532,0,0.75,0.5,0.5,1.0,0.5,0.0,1.0,3인 이상 여행(가족 외),e_e005532,2023-07-31,2023-08-02,자가용,3,8,에버랜드 Evertopia,6,5.0,5.0,5.0,가족
e005532,0,0.75,0.5,0.5,1.0,0.5,0.0,1.0,3인 이상 여행(가족 외),e_e005532,2023-07-31,2023-08-02,자가용,3,8,캐리비안베이 매표소,6,5.0,5.0,5.0,친구
e005532,0,0.75,0.5,0.5,1.0,0.5,0.0,1.0,3인 이상 여행(가족 외),e_e005532,2023-07-31,2023-08-02,자가용,3,8,캐리비안베이 매표소,6,5.0,5.0,5.0,친구
e005532,0,0.75,0.5,0.5,1.0,0.5,0.0,1.0,3인 이상 여행(가족 외),e_e005532,2023-07-31,2023-08-02,자가용,3,8,캐리비안베이 매표소,6,5.0,5.0,5.0,가족
e005532,0,0.75,0.5,0.5,1.0,0.5,0.0,1.0,3인 이상 여행(가족 외),e_e005532,2023-07-31,2023-08-02,자가용,3,8,캐리비안베이 파도 풀,6,5.0,5.0,5.0,친구
