TRAVELER_ID,GENDER,AGE_GRP,TRAVEL_STATUS_ACCOMPANY,TRAVEL_STATUS_YMD,VISIT_AREA_NM,TRAVEL_PERSONA
f006089,여,40,자녀 동반 여행,08,구룡포 시장,경북 방문/거주지 구분 없음/40세 이상/특별미션
f006089,여,40,자녀 동반 여행,08,연오랑세오녀 테마공원,경북 방문/거주지 구분 없음/40세 이상/특별미션
f006089,여,40,자녀 동반 여행,08,가마치 통닭 포항 도구점,경북 방문/거주지 구분 없음/40세 이상/특별미션
f006089,여,40,자녀 동반 여행,08,도구해수욕장,경북 방문/거주지 구분 없음/40세 이상/특별미션
f006089,여,40,자녀 동반 여행,08,대동 주유소,경북 방문/거주지 구분 없음/40세 이상/특별미션
f006089,여,40,자녀 동반 여행,08,씨클리프리조트,경북 방문/거주지 구분 없음/40세 이상/특별미션
f006089,여,40,자녀 동반 여행,08,조림 명가 구룡포점,경북 방문/거주지 구분 없음/40세 이상/특별미션
f006089,여,40,자녀 동반 여행,08,구룡포 과메기 문화관,경북 방문/거주지 구분 없음/40세 이상/특별미션
f006098,여,20,2인 여행(가족 외),08,러브 에어,"부산,울산,경남 방문/경상권 거주/39세 이하/커플/일반미션"
f006098,여,20,2인 여행(가족 외),08,봉황역 부산 김해 경전철,"부산,울산,경남 방문/경상권 거주/39세 이하/커플/일반미션"
f006098,여,20,2인 여행(가족 외),08,봉황 대길,"부산,울산,경남 방문/경상권 거주/39세 이하/커플/일반미션"
f006098,여,20,2인 여행(가족 외),08,메종 드 아베이,"부산,울산,경남 방문/경상권 거주/39세 이하/커플/일반미션"
f006098,여,20,2인 여행(가족 외),08,괘법르네시떼역 부산 김해 경전철,"부산,울산,경남 방문/경상권 거주/39세 이하/커플/일반미션"
f006098,여,20,2인 여행(가족 외),08,호우 오우 샤브,"부산,울산,경남 방문/경상권 거주/39세 이하/커플/일반미션"
f006098,여,20,2인 여행(가족 외),08,클러스터 즐,"부산,울산,경남 방문/경상권 거주/39세 이하/커플/일반미션"
f006098,여,20,2인 여행(가족 외),08,카츠 토다이,"부산,울산,경남 방문/경상권 거주/39세 이하/커플/일반미션"
f006111,남,30,2인 여행(가족 외),08,서울고속버스터미널(경부),강원 방문/수도권/강원 거주/39세 이하/커플/일반미션
f006111,남,30,2인 여행(가족 외),08,강릉 고속버스터미널,강원 방문/수도권/강원 거주/39세 이하/커플/일반미션
f006111,남,30,2인 여행(가족 외),08,안목 역 선물 상점,강원 방문/수도권/강원 거주/39세 이하/커플/일반미션
f006111,남,30,2인 여행(가족 외),08,순두부 젤라또 3호점,강원 방문/수도권/강원 거주/39세 이하/커플/일반미션
f006111,남,30,2인 여행(가족 외),08,강릉 중앙시장,강원 방문/수도권/강원 거주/39세 이하/커플/일반미션
f006111,남,30,2인 여행(가족 외),08,정동진 해변,강원 방문/수도권/강원 거주/39세 이하/커플/일반미션
f006111,남,30,2인 여행(가족 외),08,니나랑,강원 방문/수도권/강원 거주/39세 이하/커플/일반미션
f006111,남,30,2인 여행(가족 외),08,사근 긴 해변,강원 방문/수도권/강원 거주/39세 이하/커플/일반미션
f006111,남,30,2인 여행(가족 외),08,카페 뤼미에르,강원 방문/수도권/강원 거주/39세 이하/커플/일반미션
f006111,남,30,2인 여행(가족 외),08,안목 해변,강원 방문/수도권/강원 거주/39세 이하/커플/일반미션
f006123,여,20,3인 이상 여행(가족 외),08,안녕 칠천도,경남 방문/거주지 구분 없음/39세 이하/특별미션
f006123,여,20,3인 이상 여행(가족 외),08,픽처레스크,경남 방문/거주지 구분 없음/39세 이하/특별미션
f006123,여,20,3인 이상 여행(가족 외),08,소향 다원,경남 방문/거주지 구분 없음/39세 이하/특별미션
f006123,여,20,3인 이상 여행(가족 외),08,세븐 워터파크,경남 방문/거주지 구분 없음/39세 이하/특별미션
f006123,여,20,3인 이상 여행(가족 외),08,오션블루가 덕 휴게소 푸드코트,경남 방문/거주지 구분 없음/39세 이하/특별미션
f006123,여,20,3인 이상 여행(가족 외),08,장목 농협 하나로마트 본점,경남 방문/거주지 구분 없음/39세 이하/특별미션
f006135,여,30,부모 동반 여행,09,설악 케이블카,강원 방문/거주지 구분 없음/39세 이하/특별미션
f006135,여,30,부모 동반 여행,09,카페셜터,강원 방문/거주지 구분 없음/39세 이하/특별미션
f006135,여,30,부모 동반 여행,09,감나무집,강원 방문/거주지 구분 없음/39세 이하/특별미션
f006135,여,30,부모 동반 여행,09,소노펠리체 델피노 더엠브로시아,강원 방문/거주지 구분 없음/39세 이하/특별미션
f006135,여,30,부모 동반 여행,09,가평휴게소 춘천 방향,강원 방문/거주지 구분 없음/39세 이하/특별미션
f006135,여,30,부모 동반 여행,09,소노펠리체 빌리지 델피노,강원 방문/거주지 구분 없음/39세 이하/특별미션
f006135,여,30,부모 동반 여행,09,속초관광수산시장,강원 방문/거주지 구분 없음/39세 이하/특별미션
f006143,남,30,자녀 동반 여행,08,하남 만남의 광장 휴게소,강원 방문/수도권/강원 거주/39세 이하/자녀동반/일반미션
f006143,남,30,자녀 동반 여행,08,월정사,강원 방문/수도권/강원 거주/39세 이하/자녀동반/일반미션
f006143,남,30,자녀 동반 여행,08,청류 다원,강원 방문/수도권/강원 거주/39세 이하/자녀동반/일반미션
f006143,남,30,자녀 동반 여행,08,오대산 월정사 전나무 숲길,강원 방문/수도권/강원 거주/39세 이하/자녀동반/일반미션
f006143,남,30,자녀 동반 여행,08,두 일 막 국수,강원 방문/수도권/강원 거주/39세 이하/자녀동반/일반미션
f006143,남,30,자녀 동반 여행,08,신선희 황기 찐빵,강원 방문/수도권/강원 거주/39세 이하/자녀동반/일반미션
f006143,남,30,자녀 동반 여행,08,문익점 펜션,강원 방문/수도권/강원 거주/39세 이하/자녀동반/일반미션
f006157,여,20,2인 여행(가족 외),09,동남해 농협 하나로마트 삼동점,"부산,울산,경남 방문/경상권 거주/39세 이하/커플/일반미션"
f006157,여,20,2인 여행(가족 외),09,카페 유자,"부산,울산,경남 방문/경상권 거주/39세 이하/커플/일반미션"
f006157,여,20,2인 여행(가족 외),09,함안휴게소 순천방향,"부산,울산,경남 방문/경상권 거주/39세 이하/커플/일반미션"
f006157,여,20,2인 여행(가족 외),09,다랭이마을,"부산,울산,경남 방문/경상권 거주/39세 이하/커플/일반미션"
f006157,여,20,2인 여행(가족 외),09,하버 스퀘어,"부산,울산,경남 방문/경상권 거주/39세 이하/커플/일반미션"
f006157,여,20,2인 여행(가족 외),09,더 물,"부산,울산,경남 방문/경상권 거주/39세 이하/커플/일반미션"
f006157,여,20,2인 여행(가족 외),09,이제 남해,"부산,울산,경남 방문/경상권 거주/39세 이하/커플/일반미션"
