TRAVELER_ID,GENDER,AGE_GRP,TRAVEL_STYL_1,TRAVEL_STYL_3,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,CLUSTER,CLUSTER_NEW
e005570,1,1.0,0.5,0.3333333333333333,0.0,1.0,0.0,0.1666666666666666,0.0,27
e000689,0,0.0,0.5,0.0,0.6666666666666666,0.6666666666666666,0.0,0.8333333333333334,2.0,2
e004317,0,0.25,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,2.0,8
e004854,0,0.0,0.1666666666666666,0.5,0.1666666666666666,0.5,0.3333333333333333,0.6666666666666666,2.0,2
e011783,1,0.0,1.0,0.0,1.0,0.0,0.8333333333333334,1.0,2.0,5
e001059,0,0.25,0.0,0.0,0.5,0.0,0.5,1.0,2.0,8
e000355,1,0.5,0.3333333333333333,0.0,0.5,0.0,0.1666666666666666,0.8333333333333334,1.0,16
e002126,0,0.5,0.5,0.1666666666666666,0.5,0.3333333333333333,0.5,0.5,0.0,12
e009343,1,0.0,0.5,0.0,0.6666666666666666,0.0,1.0,1.0,2.0,5
e006591,0,0.25,0.3333333333333333,0.1666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,6
e005899,0,0.5,0.8333333333333334,0.6666666666666666,0.1666666666666666,0.1666666666666666,0.8333333333333334,0.3333333333333333,0.0,12
e008999,1,0.0,0.3333333333333333,0.1666666666666666,0.5,0.3333333333333333,0.8333333333333334,0.5,1.0,4
e002972,1,0.25,0.5,0.8333333333333334,0.0,0.5,0.6666666666666666,0.0,1.0,10
e002925,0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,1.0,25
e004733,1,0.5,0.1666666666666666,0.0,0.8333333333333334,0.6666666666666666,0.0,0.8333333333333334,0.0,15
e003937,1,0.5,0.0,0.0,1.0,0.8333333333333334,0.1666666666666666,1.0,0.0,15
e003411,1,0.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9
e001935,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
e002985,0,0.5,0.5,0.3333333333333333,0.5,0.5,0.8333333333333334,0.1666666666666666,0.0,12
e000999,1,1.0,0.1666666666666666,0.8333333333333334,0.1666666666666666,0.8333333333333334,0.5,0.6666666666666666,0.0,27
