TRAVELER_ID,GENDER,AGE_GRP,TRAVEL_STYL_1,TRAVEL_STYL_3,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_ACCOMPANY,TRAVEL_ID,TRAVEL_START_YMD,TRAVEL_END_YMD,MVMN_NM,TRAVEL_DAYS,MAIN_TRAVEL_MONTH,VISIT_AREA_NM,VISIT_AREA_TYPE_CD,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,RELATION_TYPE,CLUSTER
g001982,1,0.0,0.1666666666666666,0.3333333333333333,0.5,0.5,0.3333333333333333,0.8333333333333334,2인 여행(가족 외),g_g001982,2023-06-14,2023-06-16,대중교통 등,3,6,순천역,2,5.0,5.0,5.0,친구,0.0
g001982,1,0.0,0.1666666666666666,0.3333333333333333,0.5,0.5,0.3333333333333333,0.8333333333333334,2인 여행(가족 외),g_g001982,2023-06-14,2023-06-16,대중교통 등,3,6,와온해변,1,5.0,5.0,5.0,친구,0.0
g001982,1,0.0,0.1666666666666666,0.3333333333333333,0.5,0.5,0.3333333333333333,0.8333333333333334,2인 여행(가족 외),g_g001982,2023-06-14,2023-06-16,대중교통 등,3,6,동천 출렁다리,7,5.0,5.0,5.0,친구,0.0
h005961,0,0.5,0.3333333333333333,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.6666666666666666,자녀 동반 여행,h_h005961,2023-08-31,2023-09-05,자가용,6,9,태화탕,4,5.0,5.0,5.0,가족,2.0
h005961,0,0.5,0.3333333333333333,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.6666666666666666,자녀 동반 여행,h_h005961,2023-08-31,2023-09-05,자가용,6,9,아르떼 뮤지엄 제주,3,5.0,5.0,5.0,가족,2.0
h005961,0,0.5,0.3333333333333333,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.6666666666666666,자녀 동반 여행,h_h005961,2023-08-31,2023-09-05,자가용,6,9,송당의 아침,4,5.0,5.0,5.0,가족,2.0
e013050,0,0.75,0.5,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,0.6666666666666666,자녀 동반 여행,e_e013050,2023-09-03,2023-09-04,,2,9,강화 루지,5,5.0,4.0,5.0,가족,2.0
e013050,0,0.75,0.5,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,0.6666666666666666,자녀 동반 여행,e_e013050,2023-09-03,2023-09-04,,2,9,보문사,2,5.0,5.0,5.0,가족,2.0
e013050,0,0.75,0.5,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,0.6666666666666666,자녀 동반 여행,e_e013050,2023-09-03,2023-09-04,,2,9,석모도 미네랄 온천,12,5.0,5.0,5.0,가족,2.0
e005738,0,0.5,0.5,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.8333333333333334,나홀로 여행,e_e005738,2023-08-05,2023-08-06,자가용,2,8,보문사,2,4.0,4.0,4.0,혼자,2.0
e005738,0,0.5,0.5,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.8333333333333334,나홀로 여행,e_e005738,2023-08-05,2023-08-06,자가용,2,8,강화풍물시장,4,3.0,3.0,3.0,혼자,2.0
h006653,1,0.25,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.6666666666666666,1.0,2인 여행(가족 외),h_h006653,2023-09-17,2023-09-18,,2,9,조랑말 체험공원,13,2.0,3.0,2.0,친구,0.0
h006653,1,0.25,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.6666666666666666,1.0,2인 여행(가족 외),h_h006653,2023-09-17,2023-09-18,,2,9,오늘은 녹차 한 잔,1,4.0,4.0,4.0,친구,0.0
h006653,1,0.25,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.6666666666666666,1.0,2인 여행(가족 외),h_h006653,2023-09-17,2023-09-18,,2,9,표선해수욕장,1,5.0,5.0,5.0,친구,0.0
h006653,1,0.25,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.6666666666666666,1.0,2인 여행(가족 외),h_h006653,2023-09-17,2023-09-18,,2,9,소노캄 제주,7,3.0,2.0,2.0,친구,0.0
h006653,1,0.25,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.6666666666666666,1.0,2인 여행(가족 외),h_h006653,2023-09-17,2023-09-18,,2,9,쇠소깍 전통 나룻배 카약 체험 지점,13,4.0,4.0,4.0,친구,0.0
h006653,1,0.25,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.6666666666666666,1.0,2인 여행(가족 외),h_h006653,2023-09-17,2023-09-18,,2,9,천지연폭포,1,5.0,5.0,5.0,친구,0.0
h006653,1,0.25,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.6666666666666666,1.0,2인 여행(가족 외),h_h006653,2023-09-17,2023-09-18,,2,9,새연교,7,4.0,4.0,4.0,친구,0.0
e005457,0,0.25,0.1666666666666666,0.3333333333333333,0.5,0.5,0.3333333333333333,0.6666666666666666,나홀로 여행,e_e005457,2023-07-22,2023-07-24,자가용,3,7,인천대공원,1,4.0,5.0,4.0,혼자,0.0
e005457,0,0.25,0.1666666666666666,0.3333333333333333,0.5,0.5,0.3333333333333333,0.6666666666666666,나홀로 여행,e_e005457,2023-07-22,2023-07-24,자가용,3,7,석모도 미네랄 온천,13,4.0,4.0,4.0,혼자,0.0
e005457,0,0.25,0.1666666666666666,0.3333333333333333,0.5,0.5,0.3333333333333333,0.6666666666666666,나홀로 여행,e_e005457,2023-07-22,2023-07-24,자가용,3,7,스머프 매직 포레스트 하남점,6,4.0,4.0,4.0,혼자,0.0
e005457,0,0.25,0.1666666666666666,0.3333333333333333,0.5,0.5,0.3333333333333333,0.6666666666666666,나홀로 여행,e_e005457,2023-07-22,2023-07-24,자가용,3,7,점핑 파크 서초점,6,3.0,3.0,3.0,혼자,0.0
