antecedents,consequents,support,confidence
frozenset({'월정리 해수욕장'}),frozenset({'CLUSTER_1'}),0.002656924609764198,0.24242424242424246
frozenset({'월정리 해수욕장'}),frozenset({'CLUSTER_3'}),0.003985386914646297,0.36363636363636365
frozenset({'월정리 해수욕장'}),frozenset({'CLUSTER_-1'}),0.0029890401859847225,0.2727272727272727
frozenset({'스누피가든'}),frozenset({'CLUSTER_3'}),0.0029890401859847225,0.3
frozenset({'스누피가든'}),frozenset({'CLUSTER_-1'}),0.002324809033543673,0.23333333333333334
frozenset({'스누피가든'}),frozenset({'CLUSTER_1'}),0.002656924609764198,0.2666666666666667
frozenset({'스누피가든'}),frozenset({'CLUSTER_2'}),0.0011624045167718366,0.11666666666666667
frozenset({'용머리해안'}),frozenset({'CLUSTER_3'}),0.0051477914314181335,0.44285714285714284
frozenset({'용머리해안'}),frozenset({'CLUSTER_-1'}),0.0018266356692128861,0.15714285714285714
frozenset({'용머리해안'}),frozenset({'CLUSTER_1'}),0.0028229823978744603,0.24285714285714285
frozenset({'쇠소깍'}),frozenset({'CLUSTER_3'}),0.0034872135503155096,0.4038461538461538
frozenset({'쇠소깍'}),frozenset({'CLUSTER_-1'}),0.0016605778811026237,0.1923076923076923
frozenset({'쇠소깍'}),frozenset({'CLUSTER_1'}),0.002158751245433411,0.25
frozenset({'정방폭포'}),frozenset({'CLUSTER_-1'}),0.0018266356692128861,0.19642857142857142
frozenset({'정방폭포'}),frozenset({'CLUSTER_1'}),0.0028229823978744603,0.30357142857142855
frozenset({'정방폭포'}),frozenset({'CLUSTER_3'}),0.0036532713384257723,0.39285714285714285
frozenset({'9.81파크'}),frozenset({'CLUSTER_3'}),0.004151444702756559,0.40983606557377045
frozenset({'9.81파크'}),frozenset({'CLUSTER_-1'}),0.002324809033543673,0.22950819672131145
frozenset({'9.81파크'}),frozenset({'CLUSTER_1'}),0.002158751245433411,0.21311475409836067
frozenset({'비밀의 숲'}),frozenset({'CLUSTER_1'}),0.0036532713384257723,0.34920634920634924
frozenset({'비밀의 숲'}),frozenset({'CLUSTER_3'}),0.0036532713384257723,0.34920634920634924
frozenset({'비밀의 숲'}),frozenset({'CLUSTER_0'}),0.001328462304882099,0.126984126984127
frozenset({'비밀의 숲'}),frozenset({'CLUSTER_-1'}),0.0014945200929923613,0.14285714285714285
